X,Y,Attention
26,1778,-0.5076238512992859
26,2034,-0.8531804084777832
26,2290,-0.9720872044563293
26,2546,2.3573079109191895
26,2802,1.5271813869476318
26,3058,3.986602783203125
26,3314,3.957685947418213
26,3570,4.040612697601318
26,3826,3.96518874168396
26,4082,0.22036178410053253
26,4338,3.421401262283325
26,4594,2.844947338104248
26,4850,0.29601913690567017
26,5106,-0.19128519296646118
26,5362,-0.35464075207710266
26,5618,-0.3811328709125519
26,5874,-0.43994349241256714
26,6130,-1.4820302724838257
26,6386,-0.49142080545425415
26,6642,0.6951155066490173
26,6898,0.3249247670173645
26,7154,1.173873782157898
26,7410,1.7055543661117554
26,7666,-3.6501739025115967
282,1778,-3.8095712661743164
282,2034,-4.312347412109375
282,2290,-3.8549013137817383
282,2546,0.040450770407915115
282,2802,-0.5765634775161743
282,3058,1.893731951713562
282,3314,1.9133542776107788
282,3570,0.1098736897110939
282,3826,0.7876747250556946
282,4082,-2.7181107997894287
282,4338,0.9302226305007935
282,4594,0.17952843010425568
282,4850,-2.9937949180603027
282,5106,-3.5720982551574707
282,5362,-3.635849714279175
282,5618,-3.3369734287261963
282,5874,-3.789315938949585
282,6130,-4.3978471755981445
282,6386,-3.3625690937042236
282,6642,-2.2694590091705322
282,6898,-1.2151705026626587
282,7154,-0.6544511318206787
282,7410,-2.9308202266693115
282,7666,-5.3762288093566895
538,1778,-2.925757646560669
538,2034,-4.906065464019775
538,2290,-3.666395664215088
538,2546,-0.1440555453300476
538,2802,-0.21625250577926636
538,3058,1.858289361000061
538,3314,1.928989291191101
538,3570,1.9282714128494263
538,3826,1.9256213903427124
538,4082,-3.8253371715545654
538,4338,0.8943874835968018
538,4594,-0.4854799807071686
538,4850,-2.717644691467285
538,5106,-3.2972092628479004
538,5362,-3.588047742843628
538,5618,-3.1958634853363037
538,5874,-3.8190956115722656
538,6130,-3.714824676513672
538,6386,-3.119234323501587
538,6642,-2.1514973640441895
538,6898,-0.6842824220657349
538,7154,0.22338171303272247
538,7410,-4.392365455627441
538,7666,1.5624555349349976
794,1778,-3.009528875350952
794,2034,-5.551526069641113
794,2290,-4.017776966094971
794,2546,-0.3757041096687317
794,2802,-0.8790308237075806
794,3058,-1.1252470016479492
794,3314,1.921059012413025
794,3570,1.9539700746536255
794,3826,1.5742183923721313
794,4082,-4.5965752601623535
794,4338,0.18497708439826965
794,4594,-0.8257911801338196
794,4850,-3.3861641883850098
794,5106,-3.436367988586426
794,5362,-3.196012258529663
794,5618,-3.379117965698242
794,5874,-3.9965121746063232
794,6130,-3.9329729080200195
794,6386,-2.925619125366211
794,6642,-2.8819515705108643
794,6898,0.019865112379193306
794,7154,0.28906095027923584
794,7410,-4.419165134429932
794,7666,1.682565689086914
1050,1778,-3.3200151920318604
1050,2034,-5.598188400268555
1050,2290,-4.59358024597168
1050,2546,-0.2705131769180298
1050,2802,-0.8730905055999756
1050,3058,-3.9693942070007324
1050,3314,1.871402621269226
1050,3570,2.0141518115997314
1050,3826,0.28432923555374146
1050,4082,-2.9876043796539307
1050,4338,0.4919266700744629
1050,4594,-1.573372721672058
1050,4850,-3.056856393814087
1050,5106,-2.7145614624023438
1050,5362,-3.5001718997955322
1050,5618,-3.5345025062561035
1050,5874,-3.726790428161621
1050,6130,-3.0057201385498047
1050,6386,-3.190460205078125
1050,6642,-0.5481477975845337
1050,6898,0.519371747970581
1050,7154,1.14204740524292
1050,7410,-3.0101001262664795
1050,7666,1.7178491353988647
1306,1778,-2.517958641052246
1306,2034,-6.218542098999023
1306,2290,-5.358737945556641
1306,2546,-1.7322556972503662
1306,2802,-0.8999791741371155
1306,3058,-1.12980055809021
1306,3314,-0.9675537943840027
1306,3570,1.8879072666168213
1306,3826,-3.616567611694336
1306,4082,0.9523014426231384
1306,4338,0.4673711359500885
1306,4594,-1.777359127998352
1306,4850,-2.4619455337524414
1306,5106,-2.643364667892456
1306,5362,-3.4288387298583984
1306,5618,-3.6741273403167725
1306,5874,-4.073454856872559
1306,6130,-4.459219455718994
1306,6386,-2.6288278102874756
1306,6642,0.13180813193321228
1306,6898,0.5676451921463013
1306,7154,-3.3597638607025146
1306,7410,1.6571426391601562
1306,7666,1.700791358947754
1562,1778,-3.177827835083008
1562,2034,-6.488641738891602
1562,2290,-6.072484016418457
1562,2546,-3.338613748550415
1562,2802,0.040074240416288376
1562,3058,-0.9159092903137207
1562,3314,-5.82651424407959
1562,3570,0.334754079580307
1562,3826,-4.331131458282471
1562,4082,1.3624043464660645
1562,4338,0.3914022147655487
1562,4594,-0.9555701017379761
1562,4850,-2.1530065536499023
1562,5106,-2.7775917053222656
1562,5362,-3.507072925567627
1562,5618,-4.342374801635742
1562,5874,-4.130609035491943
1562,6130,-1.2224559783935547
1562,6386,0.21313053369522095
1562,6642,0.4552384614944458
1562,6898,0.5869770646095276
1562,7154,-1.2336442470550537
1562,7410,1.7806358337402344
1562,7666,1.604084849357605
