X,Y,Attention
29,3364,-0.3594626784324646
29,3620,-6.58185338973999
29,3876,-2.357994318008423
29,4132,-7.201748847961426
29,4388,-0.6414154767990112
29,4644,-1.0729809999465942
29,4900,-1.2243849039077759
29,5156,-1.6511183977127075
29,5412,-1.5512453317642212
29,5668,-8.639178276062012
29,5924,-5.829427242279053
29,6180,-7.01932430267334
29,6436,-6.049488544464111
29,6692,1.2362585067749023
29,6948,2.709249258041382
29,7204,-3.7574009895324707
29,7460,-4.24445104598999
29,7716,-1.8839372396469116
285,3620,-2.9109299182891846
285,3876,-4.504873752593994
285,4132,-6.980691432952881
285,4388,-1.7048066854476929
285,4644,-2.3889453411102295
285,4900,-2.3939175605773926
285,5156,-2.084426164627075
285,5412,-10.00511646270752
285,5668,-3.2093887329101562
285,5924,-7.7681050300598145
285,6180,-2.713336706161499
285,6436,1.874549150466919
285,6692,1.9503086805343628
285,6948,1.9195990562438965
285,7204,1.9642661809921265
285,7460,2.3518288135528564
285,7716,-6.372702121734619
541,3876,-8.884326934814453
541,4132,-1.9077495336532593
541,4388,-2.0521955490112305
541,4644,-1.950807809829712
541,4900,-2.319732189178467
541,5156,-7.949834823608398
541,5412,-6.096027851104736
541,5668,-6.876033782958984
541,5924,1.529573678970337
541,6180,1.8011711835861206
541,6436,1.844824194908142
541,6692,1.9843422174453735
541,6948,1.890616536140442
541,7204,1.9978779554367065
541,7460,1.9498432874679565
541,7716,1.2158443927764893
797,3876,-1.762480616569519
797,4132,-2.623141288757324
797,4388,-2.372734308242798
797,4644,-2.47957444190979
797,4900,-2.055453300476074
797,5156,-7.783483028411865
797,5412,-7.832277297973633
797,5668,0.8399816155433655
797,5924,1.3008464574813843
797,6180,1.8986073732376099
797,6436,1.8985495567321777
797,6692,1.9306414127349854
797,6948,1.8375979661941528
797,7204,1.8380990028381348
797,7460,1.9560481309890747
797,7716,1.0591799020767212
1053,3876,-5.3291497230529785
1053,4132,-2.8328750133514404
1053,4388,-2.3958427906036377
1053,4644,-2.5860068798065186
1053,4900,-6.9611945152282715
1053,5156,-8.205442428588867
1053,5412,0.7239331007003784
1053,5668,1.5210843086242676
1053,5924,1.5929852724075317
1053,6180,1.7434468269348145
1053,6436,1.912193775177002
1053,6692,1.912454605102539
1053,6948,2.012634038925171
1053,7204,2.017810821533203
1053,7460,1.9395356178283691
1053,7716,1.1981624364852905
1309,4132,-2.9168124198913574
1309,4388,-2.844071388244629
1309,4644,-2.899256944656372
1309,4900,-8.484712600708008
1309,5156,-7.107854843139648
1309,5412,1.8663277626037598
1309,5668,2.044538736343384
1309,5924,1.6342295408248901
1309,6180,1.7692064046859741
1309,6436,1.9929542541503906
1309,6692,1.952628254890442
1309,6948,2.0158183574676514
1309,7204,1.9470256567001343
1309,7460,1.9807549715042114
1309,7716,1.1906753778457642
1565,4132,-2.1330738067626953
1565,4388,-2.7740132808685303
1565,4644,-3.2123184204101562
1565,4900,-7.376699447631836
1565,5156,-5.626697063446045
1565,5412,2.03847336769104
1565,5668,1.6754310131072998
1565,5924,1.8003512620925903
1565,6180,2.0314345359802246
1565,6436,2.048020839691162
1565,6692,2.0231142044067383
1565,6948,2.0099875926971436
1565,7204,2.020137071609497
1565,7460,2.0293190479278564
1565,7716,1.328377604484558
1821,4132,-3.606370210647583
1821,4388,-2.9417171478271484
1821,4644,-3.517465114593506
1821,4900,-8.981183052062988
1821,5156,-1.6513921022415161
1821,5412,1.973162055015564
1821,5668,1.5688520669937134
1821,5924,2.0074360370635986
1821,6180,1.986509084701538
1821,6436,2.0948855876922607
1821,6692,-0.2877252697944641
1821,6948,2.028860092163086
1821,7204,2.057851791381836
1821,7460,2.0031182765960693
1821,7716,1.183570384979248
2077,4132,-2.1991496086120605
2077,4388,-2.659578561782837
2077,4644,-3.443216323852539
2077,4900,-9.961504936218262
2077,5156,2.0049445629119873
2077,5412,1.886224389076233
2077,5668,1.7366440296173096
2077,5924,2.1618268489837646
2077,6180,2.061836004257202
2077,6436,1.969307541847229
2077,6692,2.1052119731903076
2077,6948,1.960799217224121
2077,7204,2.0158674716949463
2077,7460,1.9389004707336426
2077,7716,1.257392406463623
2333,4132,-2.336453676223755
2333,4388,-2.426767110824585
2333,4644,-3.471524477005005
2333,4900,-9.452210426330566
2333,5156,1.9971706867218018
2333,5412,1.9721250534057617
2333,5668,1.682654857635498
2333,5924,2.061495780944824
2333,6180,2.156672239303589
2333,6436,2.012028694152832
2333,6692,2.0975453853607178
2333,6948,2.1657886505126953
2333,7204,2.0636379718780518
2333,7460,1.9497822523117065
2333,7716,1.2635456323623657
2589,4132,-2.416614294052124
2589,4388,-2.5073204040527344
2589,4644,-3.468886137008667
2589,4900,-9.439661979675293
2589,5156,1.9906798601150513
2589,5412,1.9114203453063965
2589,5668,1.731716513633728
2589,5924,2.04948353767395
2589,6180,2.0433175563812256
2589,6436,2.088958501815796
2589,6692,2.1114611625671387
2589,6948,1.9810893535614014
2589,7204,2.0146775245666504
2589,7460,1.9872888326644897
2589,7716,1.232506513595581
2845,4132,-2.786374807357788
2845,4388,-2.9476284980773926
2845,4644,-3.495671510696411
2845,4900,-9.277908325195312
2845,5156,1.9311771392822266
2845,5412,1.8912307024002075
2845,5668,1.5824196338653564
2845,5924,1.9687269926071167
2845,6180,1.9846305847167969
2845,6436,1.942024827003479
2845,6692,2.1511826515197754
2845,6948,1.9243882894515991
2845,7204,2.029508590698242
2845,7460,1.980545163154602
2845,7716,1.251322627067566
3101,3876,-2.7735095024108887
3101,4132,-2.900644302368164
3101,4388,-3.2636561393737793
3101,4644,-4.607690811157227
3101,4900,-9.213516235351562
3101,5156,-0.16428016126155853
3101,5412,1.9095113277435303
3101,5668,1.8364143371582031
3101,5924,-0.8466614484786987
3101,6180,1.9753130674362183
3101,6436,0.9476654529571533
3101,6692,1.9965153932571411
3101,6948,2.007774829864502
3101,7204,1.8498224020004272
3101,7460,1.905822992324829
3101,7716,1.0554348230361938
3357,3876,-2.9493062496185303
3357,4132,-2.7774455547332764
3357,4388,-3.0341341495513916
3357,4644,-4.7334065437316895
3357,4900,-8.005364418029785
3357,5156,-3.5590872764587402
3357,5412,1.9507920742034912
3357,5668,1.873500108718872
3357,5924,-0.44842857122421265
3357,6180,1.9122577905654907
3357,6436,1.2335435152053833
3357,6692,0.9146263003349304
3357,6948,2.3149006366729736
3357,7204,1.9939649105072021
3357,7460,2.515856981277466
3357,7716,1.4409021139144897
3613,3876,-3.5985093116760254
3613,4132,-3.449808359146118
3613,4388,-2.824632406234741
3613,4644,-5.073361396789551
3613,4900,-7.598423480987549
3613,5156,-3.5449929237365723
3613,5412,1.9342089891433716
3613,5668,1.8736954927444458
3613,5924,1.9084864854812622
3613,6180,1.6994270086288452
3869,3620,-5.316803455352783
3869,3876,-5.498960971832275
3869,4132,-5.524931907653809
3869,4388,-2.9068045616149902
3869,4644,-4.2310919761657715
3869,4900,-8.406060218811035
