X,Y,Attention
26,26,-1.5616217851638794
26,282,-1.0785669088363647
26,538,-1.066415548324585
26,794,-2.0913212299346924
26,1050,-1.483605146408081
26,1306,-1.5019737482070923
26,1562,-0.5921816229820251
26,1818,1.2840576171875
26,2074,-2.9192721843719482
26,2330,3.701812505722046
26,2586,-4.126332759857178
26,2842,-8.378432273864746
26,3098,-6.020195484161377
26,3354,-3.5399086475372314
26,3610,-1.4961724281311035
26,3866,-1.9536985158920288
282,26,-3.934056043624878
282,282,-4.709121227264404
282,538,-4.229998588562012
282,794,-5.436761856079102
282,1050,-4.687598705291748
282,1306,-4.253728866577148
282,1562,-4.753850936889648
282,1818,-3.2784438133239746
282,2074,-4.559466361999512
282,2330,-0.3626164197921753
282,2586,-1.101030707359314
282,2842,-5.39094877243042
282,3098,-4.627821445465088
282,3354,-7.41303825378418
282,3610,-6.924036979675293
282,3866,-5.212170124053955
282,4122,-4.0514140129089355
282,4378,-3.490509033203125
538,26,-2.0373220443725586
538,282,-4.503766059875488
538,538,-4.135241985321045
538,794,-4.170406818389893
538,1050,-5.234731674194336
538,1306,-5.108154773712158
538,1562,-5.328184604644775
538,1818,-3.461017608642578
538,2074,-2.599012851715088
538,2330,-5.593457221984863
538,2586,1.5436668395996094
538,2842,-3.3365347385406494
538,3098,-1.540155053138733
538,3354,-3.8415982723236084
538,3610,-8.177656173706055
538,3866,-7.455937385559082
538,4122,-6.083783149719238
538,4378,-5.372418403625488
538,4634,-2.9280753135681152
538,4890,-4.381158828735352
794,26,-3.803572177886963
794,282,-5.909432888031006
794,538,-4.7234721183776855
794,794,-4.116828441619873
794,1050,-5.43419075012207
794,1306,-5.326603889465332
794,1562,-5.1350226402282715
794,1818,-6.124675750732422
794,2074,-3.7020199298858643
794,2330,-1.7881569862365723
794,2586,-6.609302997589111
794,2842,1.2669479846954346
794,3098,-0.4145984947681427
794,3354,-0.9640751481056213
794,3610,-3.652996301651001
794,3866,-8.278966903686523
794,4122,-7.894351005554199
794,4378,-7.866594314575195
794,4634,-6.235147476196289
794,4890,-4.5087890625
794,5146,-4.047656536102295
1050,26,-1.8324037790298462
1050,282,-6.00189733505249
1050,538,-5.734241008758545
1050,794,-4.005291938781738
1050,1050,-4.4160661697387695
1050,1306,-5.245223522186279
1050,1562,-4.781777381896973
1050,1818,-4.7890238761901855
1050,2074,-6.27635383605957
1050,2330,-3.7878260612487793
1050,2586,-1.4831833839416504
1050,2842,-5.510793685913086
1050,3098,-2.162790060043335
1050,3354,0.6526526808738708
1050,3610,-0.45693182945251465
1050,3866,-1.0875920057296753
1050,4122,-5.176162242889404
1050,4378,-8.48641300201416
1050,4634,-7.364656448364258
1050,4890,-6.349787712097168
1050,5146,-5.0805253982543945
1050,5402,-4.5223917961120605
1306,26,-5.687422275543213
1306,282,-5.559022426605225
1306,538,-4.1652936935424805
1306,794,-5.081023216247559
1306,1050,-6.066043376922607
1306,1306,-3.8411059379577637
1306,1562,-4.661920070648193
1306,1818,-4.600128650665283
1306,2074,-4.478627681732178
1306,2330,-5.5354533195495605
1306,2586,-4.611861705780029
1306,2842,-0.43755871057510376
1306,3098,-0.5488231182098389
1306,3354,-3.295168399810791
1306,3610,-4.964389801025391
1306,3866,-1.7313735485076904
1306,4122,-0.7052228450775146
1306,4378,-1.031959056854248
1306,4634,-7.225543022155762
1306,4890,-7.803838729858398
1306,5146,-6.6347856521606445
1306,5402,-5.042895793914795
1306,5658,-4.011247158050537
1562,26,-1.926917552947998
1562,282,-4.0428667068481445
1562,538,-6.036712646484375
1562,794,-3.957972288131714
1562,1050,-4.093786716461182
1562,1306,-4.889862060546875
1562,1562,-5.306189060211182
1562,1818,-4.184627056121826
1562,2074,-4.358532428741455
1562,2330,-5.264782428741455
1562,2586,-3.6516923904418945
1562,2842,-6.563393592834473
1562,3098,-4.424118518829346
1562,3354,-0.11792216449975967
1562,3610,-0.5293354988098145
1562,3866,-3.6246721744537354
1562,4122,-5.558051586151123
1562,4378,-6.025451183319092
