enrichm,p_higher_orig,p_lower_orig,PI_value,cell_1,cell_2
-1.79795622405535,1,0.12,-1.59309106458555,APC,Tumor
1.64293009899238,0.27,1,0.90828071029407,APC,APC
-0.704871964456353,0.91,0.17,-0.524937532312491,Helper T-Cell,Tumor
-0.655657128590604,1,0,-1.31131425718121,APC,Other
0.375197234747053,0.18,0.9,0.270609654493768,Helper T-Cell,Helper T-Cell
0.257797757467647,0.67,0.94,0.0431788267001502,Tumor,Tumor
-0.203723209892378,0.72,0.43,-0.0726369652247699,APC,Helper T-Cell
0.149333906669066,0.28,0.84,0.0802822072068601,Other,Tumor
0.0464880083423669,0.2,0.87,0.0315086750807049,Other,Other
-0.0293266712695117,0.61,0.42,-0.0107491501131239,Helper T-Cell,Other
