X_min,Y_min,Density,X_max,Y_max
22.8676470588235,21.9130434782609,0.242137256166895,160.867647058824,123.913043478261
32.6029411764706,21.9130434782609,0.242143569847334,170.602941176471,123.913043478261
42.3382352941176,21.9130434782609,0.242149880293905,180.338235294118,123.913043478261
52.0735294117647,21.9130434782609,0.24215618755494,190.073529411765,123.913043478261
61.8088235294118,21.9130434782609,0.242162491678705,199.808823529412,123.913043478261
71.5441176470588,21.9130434782609,0.242168792713413,209.544117647059,123.913043478261
81.2794117647059,21.9130434782609,0.242175090707204,219.279411764706,123.913043478261
91.0147058823529,21.9130434782609,0.242181385708163,229.014705882353,123.913043478261
100.75,21.9130434782609,0.242187677764311,238.75,123.913043478261
110.485294117647,21.9130434782609,0.242193966923613,248.485294117647,123.913043478261
120.220588235294,21.9130434782609,0.242200253233981,258.220588235294,123.913043478261
129.955882352941,21.9130434782609,0.242206536743264,267.955882352941,123.913043478261
139.691176470588,21.9130434782609,0.242212817499261,277.691176470588,123.913043478261
149.426470588235,21.9130434782609,0.242219095549715,287.426470588235,123.913043478261
159.161764705882,21.9130434782609,0.242225370942323,297.161764705882,123.913043478261
168.897058823529,21.9130434782609,0.242231643724723,306.897058823529,123.913043478261
178.632352941176,21.9130434782609,0.242237913944503,316.632352941176,123.913043478261
188.367647058824,21.9130434782609,0.242244181649211,326.367647058824,123.913043478261
198.102941176471,21.9130434782609,0.242250446886338,336.102941176471,123.913043478261
207.838235294118,21.9130434782609,0.242256709703339,345.838235294118,123.913043478261
217.573529411765,21.9130434782609,0.242262970147615,355.573529411765,123.913043478261
227.308823529412,21.9130434782609,0.242269228266524,365.308823529412,123.913043478261
237.044117647059,21.9130434782609,0.24227548410739,375.044117647059,123.913043478261
246.779411764706,21.9130434782609,0.242281737717483,384.779411764706,123.913043478261
256.514705882353,21.9130434782609,0.242287989144042,394.514705882353,123.913043478261
266.25,21.9130434782609,0.242294238434269,404.25,123.913043478261
275.985294117647,21.9130434782609,0.242300485635315,413.985294117647,123.913043478261
285.720588235294,21.9130434782609,0.242306730794305,423.720588235294,123.913043478261
295.455882352941,21.9130434782609,0.24231297395833,433.455882352941,123.913043478261
305.191176470588,21.9130434782609,0.242319215174436,443.191176470588,123.913043478261
314.926470588235,21.9130434782609,0.24232545448965,452.926470588235,123.913043478261
324.661764705882,21.9130434782609,0.242331691950956,462.661764705882,123.913043478261
334.397058823529,21.9130434782609,0.242337927605315,472.397058823529,123.913043478261
344.132352941176,21.9130434782609,0.242344161499641,482.132352941176,123.913043478261
353.867647058824,21.9130434782609,0.24235039368085,491.867647058824,123.913043478261
363.602941176471,21.9130434782609,0.242356624195804,501.602941176471,123.913043478261
373.338235294118,21.9130434782609,0.242362853091352,511.338235294118,123.913043478261
383.073529411765,21.9130434782609,0.242369080414313,521.073529411765,123.913043478261
392.808823529412,21.9130434782609,0.242375306211484,530.808823529412,123.913043478261
402.544117647059,21.9130434782609,0.242381530529636,540.544117647059,123.913043478261
412.279411764706,21.9130434782609,0.242387753415528,550.279411764706,123.913043478261
422.014705882353,21.9130434782609,0.242393974915891,560.014705882353,123.913043478261
431.75,21.9130434782609,0.242400195077436,569.75,123.913043478261
441.485294117647,21.9130434782609,0.242406413946859,579.485294117647,123.913043478261
451.220588235294,21.9130434782609,0.24241263157084,589.220588235294,123.913043478261
460.955882352941,21.9130434782609,0.242418847996041,598.955882352941,123.913043478261
470.691176470588,21.9130434782609,0.242425063269114,608.691176470588,123.913043478261
480.426470588235,21.9130434782609,0.242431277436689,618.426470588235,123.913043478261
490.161764705882,21.9130434782609,0.242437490545391,628.161764705882,123.913043478261
499.897058823529,21.9130434782609,0.242443702641838,637.897058823529,123.913043478261
509.632352941176,21.9130434782609,0.242449913772628,647.632352941176,123.913043478261
519.367647058823,21.9130434782609,0.242456123984356,657.367647058823,123.913043478261
529.10294117647,21.9130434782609,0.242462333323609,667.10294117647,123.913043478261
538.838235294118,21.9130434782609,0.242468541836963,676.838235294118,123.913043478261
22.8676470588235,31.7391304347826,0.242147093813714,160.867647058824,133.739130434783
32.6029411764706,31.7391304347826,0.242153405617062,170.602941176471,133.739130434783
42.3382352941176,31.7391304347826,0.242159714211804,180.338235294118,133.739130434783
52.0735294117647,31.7391304347826,0.242166019646251,190.073529411765,133.739130434783
61.8088235294118,31.7391304347826,0.242172321968635,199.808823529412,133.739130434783
71.5441176470588,31.7391304347826,0.242178621227148,209.544117647059,133.739130434783
81.2794117647059,31.7391304347826,0.242184917469895,219.279411764706,133.739130434783
91.0147058823529,31.7391304347826,0.242191210744941,229.014705882353,133.739130434783
100.75,31.7391304347826,0.24219750110028,238.75,133.739130434783
110.485294117647,31.7391304347826,0.242203788583849,248.485294117647,133.739130434783
120.220588235294,31.7391304347826,0.242210073243538,258.220588235294,133.739130434783
129.955882352941,31.7391304347826,0.24221635512717,267.955882352941,133.739130434783
139.691176470588,31.7391304347826,0.242222634282519,277.691176470588,133.739130434783
149.426470588235,31.7391304347826,0.242228910757306,287.426470588235,133.739130434783
159.161764705882,31.7391304347826,0.242235184599202,297.161764705882,133.739130434783
168.897058823529,31.7391304347826,0.242241455855824,306.897058823529,133.739130434783
