X_min,Y_min,Density,X_max,Y_max
16.9117647058824,38.8623188405797,0.193415878645417,154.911764705882,140.86231884058
26.7352941176471,38.8623188405797,0.193183670735608,164.735294117647,140.86231884058
36.5588235294118,38.8623188405797,0.19295508476498,174.558823529412,140.86231884058
46.3823529411765,38.8623188405797,0.192730007255053,184.382352941176,140.86231884058
56.2058823529412,38.8623188405797,0.192508328880678,194.205882352941,140.86231884058
66.0294117647059,38.8623188405797,0.192289944279846,204.029411764706,140.86231884058
75.8529411764706,38.8623188405797,0.192074751873636,213.852941176471,140.86231884058
85.6764705882353,38.8623188405797,0.191862653695668,223.676470588235,140.86231884058
655.441176470588,38.8623188405797,0.18269071845193,793.441176470588,140.86231884058
665.264705882353,38.8623188405797,0.182562100078972,803.264705882353,140.86231884058
675.088235294118,38.8623188405797,0.182433926885664,813.088235294118,140.86231884058
684.911764705882,38.8623188405797,0.182306179582997,822.911764705882,140.86231884058
694.735294117647,38.8623188405797,0.1821788392241,832.735294117647,140.86231884058
704.558823529412,38.8623188405797,0.182051887193473,842.558823529412,140.86231884058
714.382352941176,38.8623188405797,0.181925305196638,852.382352941176,140.86231884058
724.205882352941,38.8623188405797,0.181799075250195,862.205882352941,140.86231884058
734.029411764706,38.8623188405797,0.181673179672249,872.029411764706,140.86231884058
743.852941176471,38.8623188405797,0.181547601073226,881.852941176471,140.86231884058
753.676470588235,38.8623188405797,0.181422322347046,891.676470588235,140.86231884058
763.5,38.8623188405797,0.181297326662641,901.5,140.86231884058
773.323529411765,38.8623188405797,0.181172597455828,911.323529411765,140.86231884058
783.147058823529,38.8623188405797,0.181048118421503,921.147058823529,140.86231884058
792.970588235294,38.8623188405797,0.180923873506165,930.970588235294,140.86231884058
802.794117647059,38.8623188405797,0.180799846900774,940.794117647059,140.86231884058
812.617647058824,38.8623188405797,0.180676023033883,950.617647058824,140.86231884058
822.441176470588,38.8623188405797,0.180552386565104,960.441176470588,140.86231884058
832.264705882353,38.8623188405797,0.180428922378861,970.264705882353,140.86231884058
842.088235294118,38.8623188405797,0.180305615578438,980.088235294118,140.86231884058
851.911764705882,38.8623188405797,0.180182451480306,989.911764705882,140.86231884058
861.735294117647,38.8623188405797,0.180059415608746,999.735294117647,140.86231884058
871.558823529412,38.8623188405797,0.179936493690741,1009.55882352941,140.86231884058
881.382352941176,38.8623188405797,0.179813671651149,1019.38235294118,140.86231884058
891.205882352941,38.8623188405797,0.179690935608145,1029.20588235294,140.86231884058
901.029411764706,38.8623188405797,0.179568271868952,1039.02941176471,140.86231884058
910.852941176471,38.8623188405797,0.179445666925814,1048.85294117647,140.86231884058
920.676470588235,38.8623188405797,0.179323107452261,1058.67647058824,140.86231884058
930.5,38.8623188405797,0.179200580299631,1068.5,140.86231884058
