X_min,Y_min,Density,X_max,Y_max
20.9126213592233,327.652892561983,0.0861699905422438,141.912621359223,430.652892561983
30.7378640776699,327.652892561983,0.0861800665796414,151.73786407767,430.652892561983
40.5631067961165,327.652892561983,0.0861901392444675,161.563106796117,430.652892561983
50.3883495145631,327.652892561983,0.0862002087374107,171.388349514563,430.652892561983
60.2135922330097,327.652892561983,0.0862102752590784,181.21359223301,430.652892561983
70.0388349514563,327.652892561983,0.086220339010016,191.038834951456,430.652892561983
79.8640776699029,327.652892561983,0.0862304001907152,200.864077669903,430.652892561983
89.6893203883495,327.652892561983,0.0862404590016291,210.68932038835,430.652892561983
99.5145631067961,327.652892561983,0.0862505156431849,220.514563106796,430.652892561983
109.339805825243,327.652892561983,0.0862605703157964,230.339805825243,430.652892561983
119.165048543689,327.652892561983,0.0862706232198799,240.165048543689,430.652892561983
128.990291262136,327.652892561983,0.0862806745558635,249.990291262136,430.652892561983
138.815533980583,327.652892561983,0.0862907245242014,259.815533980583,430.652892561983
148.640776699029,327.652892561983,0.0863007733253897,269.640776699029,430.652892561983
158.466019417476,327.652892561983,0.0863108211599761,279.466019417476,430.652892561983
168.291262135922,327.652892561983,0.0863208682285747,289.291262135922,430.652892561983
178.116504854369,327.652892561983,0.0863309147318781,299.116504854369,430.652892561983
187.941747572816,327.652892561983,0.0863409608706729,308.941747572816,430.652892561983
197.766990291262,327.652892561983,0.0863510068458507,318.766990291262,430.652892561983
207.592233009709,327.652892561983,0.0863610528584242,328.592233009709,430.652892561983
217.417475728155,327.652892561983,0.0863710991095331,338.417475728155,430.652892561983
227.242718446602,327.652892561983,0.0863811458004688,348.242718446602,430.652892561983
237.067961165049,327.652892561983,0.0863911931326777,358.067961165049,430.652892561983
246.893203883495,327.652892561983,0.0864012413077803,367.893203883495,430.652892561983
256.718446601942,327.652892561983,0.0864112905275837,377.718446601942,430.652892561983
266.543689320388,327.652892561983,0.0864213409940923,387.543689320388,430.652892561983
276.368932038835,327.652892561983,0.0864313929095235,397.368932038835,430.652892561983
286.194174757282,327.652892561983,0.086441446476322,407.194174757282,430.652892561983
296.019417475728,327.652892561983,0.0864515018971722,417.019417475728,430.652892561983
305.844660194175,327.652892561983,0.0864615593750101,426.844660194175,430.652892561983
315.669902912621,327.652892561983,0.0864716191130418,436.669902912621,430.652892561983
325.495145631068,327.652892561983,0.0864816813147498,446.495145631068,430.652892561983
335.320388349515,327.652892561983,0.0864917461839161,456.320388349515,430.652892561983
345.145631067961,327.652892561983,0.0865018139246264,466.145631067961,430.652892561983
354.970873786408,327.652892561983,0.0865118847412922,475.970873786408,430.652892561983
364.796116504854,327.652892561983,0.0865219588386564,485.796116504854,430.652892561983
374.621359223301,327.652892561983,0.0865320364218173,495.621359223301,430.652892561983
384.446601941748,327.652892561983,0.0865421176962343,505.446601941748,430.652892561983
394.271844660194,327.652892561983,0.0865522028677422,515.271844660194,430.652892561983
